iter	Logloss
552	0.327197288
553	0.327044849
554	0.3268882439
555	0.3268246482
556	0.3268217718
557	0.326755457
558	0.3265845205
559	0.326415647
560	0.3263760776
561	0.3263179795
562	0.3262112802
563	0.3261456192
564	0.3258476789
565	0.3256409856
566	0.3255871515
567	0.3254050728
568	0.3252078364
569	0.3251578033
570	0.3251018419
571	0.3248770355
572	0.3247300843
573	0.3246869383
574	0.3245783163
575	0.3242765556
576	0.3240605033
577	0.3239949715
578	0.3236693773
579	0.3233963264
580	0.3232188575
581	0.3231338764
582	0.3230377546
583	0.3230007548
584	0.3227555739
585	0.3225947995
586	0.3225775185
587	0.322458256
588	0.3222916939
589	0.3221355597
590	0.3219778426
591	0.3217230805
592	0.3215927008
593	0.3215430806
594	0.321449409
595	0.3213888214
596	0.3212427197
597	0.3211778293
598	0.3210249776
599	0.3206902221
600	0.320629721
601	0.3203635452
602	0.3202890517
603	0.3200654119
604	0.3199061118
605	0.3198583337
606	0.3197310784
607	0.3194404643
608	0.3193772978
609	0.3192456421
610	0.3191679374
611	0.3190546447
612	0.3189466007
613	0.3189171657
614	0.3188417021
615	0.3187869756
616	0.3186546163
617	0.3184166036
618	0.3183848989
619	0.3182648934
620	0.3181356528
621	0.3179832677
622	0.3178588122
623	0.3177163878
624	0.3176805946
625	0.3174715878
626	0.3174458325
627	0.3173533118
628	0.3172508469
629	0.3172045891
630	0.3171594966
631	0.3169617081
632	0.3168296686
633	0.3166262178
634	0.3162831689
635	0.3161615589
636	0.3160686631
637	0.3159617942
638	0.3157911623
639	0.3157115584
640	0.3156512535
641	0.315534071
642	0.3155317768
643	0.3154421735
644	0.3154234216
645	0.3151767202
646	0.3150481694
647	0.3149822226
648	0.3146096896
649	0.3145024558
650	0.3144617279
651	0.3144046474
652	0.3142711869
653	0.3141503872
654	0.3140441016
655	0.3139207385
656	0.3138387466
657	0.313667149
658	0.3136227403
659	0.3135371918
660	0.3134478746
661	0.3133580744
662	0.313132008
663	0.3131242399
664	0.3129688407
665	0.312848315
666	0.3127199096
667	0.3122726387
668	0.3121584246
669	0.3120152868
670	0.3119052334
671	0.3117809507
672	0.3116448818
673	0.3115513474
674	0.3115001154
675	0.3114313783
676	0.3111907788
677	0.311124621
678	0.3110846267
679	0.3109446467
680	0.3107823031
681	0.3107251316
682	0.3106458804
683	0.3104930407
684	0.3104064314
685	0.3102616852
686	0.310026497
687	0.3099716597
688	0.3097077598
689	0.3096527025
690	0.3096312614
691	0.3095522551
692	0.3094240218
693	0.3092733841
694	0.3090253505
695	0.308967869
696	0.3087543495
697	0.3086173863
698	0.3085651878
699	0.3085474228
700	0.3084818991
701	0.3083611041
702	0.3083336704
703	0.3082302429
704	0.3082018353
705	0.3080050624
706	0.307734236
707	0.307681042
708	0.3074087279
709	0.3072000029
710	0.3071450017
711	0.3070232856
712	0.3069034261
713	0.3066638452
714	0.3066162782
715	0.306513609
716	0.3063461853
717	0.3062936309
718	0.3061163849
719	0.3060590168
720	0.3059321362
721	0.3058357898
722	0.3057052936
723	0.3056186197
724	0.3053460003
725	0.3052120833
726	0.3050125384
727	0.3048129775
728	0.3046452111
729	0.3045455463
730	0.304336733
731	0.3042253326
732	0.3041767155
733	0.303919042
734	0.3037013537
735	0.3036637484
736	0.3033894402
737	0.3033023495
738	0.303247063
739	0.3030785811
740	0.3028875869
741	0.3028225162
742	0.3027878881
743	0.3024957165
744	0.3024710005
745	0.3023815186
746	0.3020790947
747	0.3020005562
748	0.3018815433
749	0.3017389478
750	0.3016085949
751	0.3015484063
752	0.3014534899
753	0.3013737927
754	0.301202878
755	0.301012237
756	0.3009726206
757	0.3007649658
758	0.3006766894
759	0.3006156728
760	0.3005941826
761	0.3002781375
762	0.3001370552
763	0.2999545399
764	0.2998383044
765	0.2997487794
766	0.2996092446
767	0.2994651915
768	0.2992485027
769	0.2991250749
770	0.2990639343
771	0.2988695404
772	0.2987169748
773	0.2984495166
774	0.2982553407
775	0.2980928186
776	0.2980326729
777	0.2979159809
778	0.2977531903
779	0.2976467766
780	0.2974605311
781	0.2973673859
782	0.2972222981
783	0.2971449818
784	0.2970424003
785	0.2969783755
786	0.2969353024
787	0.2968162765
788	0.2967164479
789	0.2966948328
790	0.2966246959
791	0.2965659822
792	0.2964578631
793	0.2963748386
794	0.2963075771
795	0.2961970839
796	0.2960996992
797	0.295996633
798	0.2959698073
799	0.2958333331
800	0.295627494
801	0.2955811603
802	0.2955164957
803	0.2952727033
804	0.295203563
805	0.2950485753
806	0.2948086928
807	0.2947826764
808	0.2946222535
809	0.2945216346
810	0.2943548666
811	0.2942303921
812	0.2940988677
813	0.293887457
814	0.2937033304
815	0.2935458534
816	0.2934552137
817	0.2933351801
818	0.2932957534
819	0.2932265173
820	0.2931555582
821	0.2929253792
822	0.292761455
823	0.2927191431
824	0.2924625664
825	0.2921805775
826	0.2919828611
827	0.2916492602
828	0.2915200611
829	0.2914416023
830	0.2913061957
831	0.2911849389
832	0.2910531647
833	0.2908869099
834	0.2908703336
835	0.2907948924
836	0.2907567864
837	0.2905430221
838	0.2904090116
839	0.2903489825
840	0.2902091747
841	0.2901368073
842	0.2899525505
843	0.2898699271
844	0.2896738724
845	0.2895869809
846	0.2892098634
847	0.2888728192
848	0.2887158117
849	0.2885241803
850	0.2883642839
851	0.2882201431
852	0.28803738
853	0.2877241552
854	0.2875612461
855	0.2875267537
856	0.2872889667
857	0.2871003769
858	0.2870200273
859	0.2869092556
860	0.286696461
861	0.2864395814
862	0.2862339389
863	0.2860713244
864	0.2860621246
865	0.2859779007
866	0.2858645812
867	0.2858508242
868	0.2856345829
869	0.2856173642
870	0.2853570911
871	0.2852991518
872	0.2851884276
873	0.2851188831
874	0.2850228343
875	0.284858811
876	0.2847308268
877	0.284594683
878	0.2844296063
879	0.2842032761
880	0.2841047407
881	0.2840984142
882	0.2840147137
883	0.2838256276
884	0.2837844744
885	0.2837737122
886	0.283641233
887	0.2835604423
888	0.2833975778
889	0.2833342502
890	0.2832156567
891	0.2831212639
892	0.2829743537
893	0.2828187133
894	0.2827545177
895	0.2825490033
896	0.2822908943
897	0.2821680578
898	0.2820341319
899	0.2819528945
900	0.281817446
901	0.2816636316
902	0.2814340253
903	0.2813018521
904	0.2812208926
905	0.2811285547
906	0.2810961984
907	0.2809662334
908	0.2808944649
909	0.2807689442
910	0.2806773185
911	0.280622713
912	0.2805774507
913	0.280470361
914	0.2803906369
915	0.2802300006
916	0.2799732576
917	0.2798778176
918	0.2798475786
919	0.2797369162
920	0.2795146269
921	0.279429851
922	0.2792178722
923	0.2791772405
924	0.2791288893
925	0.2789773845
926	0.2787873289
927	0.2786370948
928	0.2785299518
929	0.2784607753
930	0.2783215848
931	0.2781050736
932	0.2779677294
933	0.2777237201
934	0.2776128044
935	0.2775494506
936	0.2774029663
937	0.2772144199
938	0.2770478975
939	0.2767266652
940	0.2765132145
941	0.2765074279
942	0.2764627807
943	0.2764358211
944	0.2761464884
945	0.2760337204
946	0.2759274889
947	0.2757744467
948	0.2755702231
949	0.2754942879
950	0.2754225569
951	0.2751254805
952	0.2751011359
953	0.2750693781
954	0.2748312332
955	0.2745649586
956	0.274538188
957	0.2744000268
958	0.2742362521
959	0.2740564764
960	0.2738659916
961	0.2737651373
962	0.2736873113
963	0.2736305324
964	0.273474912
965	0.2732840629
966	0.2732410987
967	0.2731530098
968	0.2730797792
969	0.2727512247
970	0.2726279054
971	0.2725317142
972	0.2724945328
973	0.2723731562
974	0.2721327594
975	0.2720305416
976	0.2717757476
977	0.2717616189
978	0.2717264684
979	0.2714748284
980	0.2712734251
981	0.2710952515
982	0.2710394831
983	0.2708698261
984	0.2708464635
985	0.2707544437
986	0.2706231987
987	0.2705757039
988	0.2705442659
989	0.2703385615
990	0.2701446305
991	0.269983839
992	0.2699647752
993	0.2699215554
994	0.2698707439
995	0.2696769142
996	0.2695020881
997	0.2694517248
998	0.2692431115
999	0.2691903681
